hour,day_of_week,hour_sin,hour_cos,day_sin,day_cos,viewport_width,viewport_height,viewport_aspect_ratio,viewport_area_normalized,touch_enabled,device_pixel_ratio,prefers_dark_mode,avg_session_duration,total_clicks_last_week,scroll_depth_avg,error_rate_last_week,preferred_text_size,interaction_speed,user_group_density,locale_preference,accessibility_needs,network_speed,css_classes,--font-size-base,--spacing-factor,--color-primary-hue,--border-radius,--line-height
21,1,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,1536,864,1.7777777777777777,0.64,False,2.0,False,25.8329046080037,52,0.4016015943029182,0.006859514017471848,1.0143202939695675,0.6350917897304807,high,en,True,fast,"['densidad-baja', 'fuente-serif', 'modo-nocturno']",1.349576727608287,1.3515827196511925,325.8019417153651,0.36293927072783133,1.3587582727948362
21,2,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,1920,1080,1.7777777777777777,1.0,True,1.5,True,92.06206786771912,43,0.3837565492488326,0.02269841114011845,1.1811544238369194,2.5421026070461505,high,en,False,medium,"['densidad-baja', 'fuente-serif', 'modo-nocturno']",0.8983504268649429,0.9356633689750504,322.69091514659794,0.3851456488782198,1.404770629803211
0,3,0.0,1.0,0.43388373911755823,-0.900968867902419,1536,864,1.7777777777777777,0.64,False,2.0,True,222.20419640145556,38,0.28943833005864716,0.011514452373549675,0.9374349173425085,0.8419475011330929,medium,es,False,slow,"['densidad-baja', 'fuente-serif', 'modo-nocturno']",1.1802284899585593,1.4076506667645399,6.4302387959881075,0.14340033332925595,1.3576825653178544
11,3,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,393,851,0.4618096357226792,0.1612861689814815,True,2.0,False,136.65016003485638,37,0.9449790934063375,0.016273122291520538,1.2152235302620888,1.3465521658256525,medium,en,False,fast,"['densidad-alta', 'fuente-sans', 'modo-claro']",1.1126670846254094,0.6130956451029527,161.54322826686567,0.40918714785342003,1.673264741041253
9,2,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,1536,864,1.7777777777777777,0.64,False,2.0,False,65.21442607706169,60,0.30174771927613075,0.004221701507793952,0.9825738382378333,0.7774494098359876,medium,es,False,medium,"['densidad-baja', 'fuente-sans', 'modo-claro']",1.0020195979595903,1.3832413780829649,134.9112549359969,0.26185241819189486,1.3104815145801831
22,3,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,414,896,0.46205357142857145,0.17888888888888888,True,1.0,True,65.19459168182162,57,0.2470650994054734,0.02706882813219423,1.3490949152741836,0.4495679919706316,high,de,False,fast,"['densidad-alta', 'fuente-serif', 'modo-nocturno']",0.9969317443971095,1.0298423077698295,288.97118526195226,0.5023944849089873,1.6460689921965648
14,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,375,667,0.5622188905547226,0.12062355324074074,True,2.0,False,232.15352826681433,43,0.18996216224405188,0.010998010714101307,1.2120899997280166,1.2104425986642784,high,es,False,medium,"['densidad-alta', 'fuente-sans', 'modo-claro']",1.0727324833242415,0.9237858151531159,231.62798076111744,0.3377583582607313,1.602149159499257
9,4,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,1920,1080,1.7777777777777777,1.0,False,2.0,False,155.3765217871179,31,0.13154394503832825,0.019031287884730713,1.2547487371872281,0.6286310574611483,medium,es,True,fast,"['densidad-baja', 'fuente-sans', 'modo-claro']",1.1538037484051236,1.6561013827626987,182.90902814160353,0.378668616148908,1.3141930493072722
22,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,414,896,0.46205357142857145,0.17888888888888888,True,2.0,True,24.17227211743174,52,0.5668354097069433,0.03338755247535074,0.956532665034133,1.816565906019299,medium,fr,False,fast,"['densidad-alta', 'fuente-serif', 'modo-nocturno']",0.9742662741715853,1.194274907044918,0.9597860758560728,0.6348301668868309,1.6542949315777429
11,2,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,375,667,0.5622188905547226,0.12062355324074074,True,2.0,True,38.20208795438733,59,0.05941931385155586,0.005240285947339111,0.8835248386440571,0.5614159061006865,medium,en,False,medium,"['densidad-alta', 'fuente-sans', 'modo-nocturno']",1.2709668988991911,0.5106485888192922,153.23943992947633,0.3659666683012298,1.4726706899466335
19,6,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,1024,768,1.3333333333333333,0.37925925925925924,False,1.5,False,34.09056076312259,57,0.4161455461564822,0.00556520196272283,0.8724582261021844,0.755687353681036,high,es,False,medium,"['densidad-media', 'fuente-serif', 'modo-claro']",1.2632089269121722,0.9781629303727858,317.58707937102946,0.2405103385901297,1.5231795563633672
16,2,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,414,896,0.46205357142857145,0.17888888888888888,True,1.5,False,103.17441058443053,44,0.15039219455107725,0.0005677139591228615,1.119840839065721,0.6416089775507274,high,es,False,fast,"['densidad-alta', 'fuente-sans', 'modo-claro']",1.1363656244696438,0.8829428003997775,260.55015870678574,0.4264469844646545,1.677046184041451
5,4,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,1920,1080,1.7777777777777777,1.0,False,2.0,True,220.51814217727838,50,0.35009016925970043,0.0001645780143251048,0.9933846237023416,1.2617129342114517,medium,es,False,fast,"['densidad-baja', 'fuente-serif', 'modo-nocturno']",1.060124764627556,1.17201492777968,71.95607986255764,0.11637042715972548,1.3924548126009435
3,4,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,1536,864,1.7777777777777777,0.64,False,2.0,False,200.05523581831665,46,0.12424317130594915,0.01232198353423472,0.8970856784428695,0.7047680967474205,high,en,False,fast,"['densidad-baja', 'fuente-serif', 'modo-nocturno']",1.083378200059627,1.7824521377520581,50.76372463914072,0.14369795895430792,1.4770032162141593
12,5,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,1366,768,1.7786458333333333,0.5059259259259259,True,3.0,False,22.60768091092417,68,0.3000203143407542,0.01215593558843764,0.8783064686498245,1.6253674179594666,medium,en,False,fast,"['densidad-media', 'fuente-sans', 'modo-claro']",1.0678342487388208,1.1186490823314283,207.37254654259033,0.4063052406357464,1.3474092033354006
9,2,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,834,1194,0.6984924623115578,0.48022569444444446,False,1.5,True,329.6708288618525,59,0.26336558876326316,0.002300423941015677,1.0831887786284717,0.385447974665661,high,en,False,fast,"['densidad-media', 'fuente-mono', 'modo-nocturno']",0.892440282890348,0.8657043783687299,96.52175769791661,0.32965006375754646,1.430967666409011
16,2,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,768,1024,0.75,0.37925925925925924,False,2.0,False,64.97969959991471,51,0.4570065901067578,0.01631201651088986,0.9633350277923299,0.3438554421810919,medium,es,False,slow,"['densidad-media', 'fuente-mono', 'modo-claro']",1.0207161072896465,0.8862495544976015,256.43991724222496,0.14650342917248477,1.3812496050070286
16,5,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1920,1080,1.7777777777777777,1.0,False,2.0,False,45.52887637629217,53,0.20939270436199384,0.0005331603172633036,1.0034133838110255,0.13021648086343277,high,de,False,medium,"['densidad-baja', 'fuente-sans', 'modo-claro']",1.088629457095708,1.3610260709643558,269.8469705007528,0.3059157006295506,1.356793145133317
1,6,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,768,1024,0.75,0.37925925925925924,False,1.0,False,53.47056956490535,52,0.5062534514198908,0.03361790617259376,1.2276492144926738,1.251130680984569,medium,de,False,fast,"['densidad-media', 'fuente-serif', 'modo-nocturno']",0.9764560617979278,0.9082503055891953,13.015479811924518,0.439719460522904,1.3033081039307621
15,4,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,1920,1080,1.7777777777777777,1.0,True,1.0,False,31.407913651107574,66,0.7911846463405752,0.02649097036063031,0.7953765704821685,1.170208175967758,high,es,False,fast,"['densidad-baja', 'fuente-sans', 'modo-claro']",1.0727216263044481,1.1897834115058075,221.52238143671724,0.3185128674324221,1.307099187832261
2,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,1440,900,1.6,0.625,False,2.0,True,117.36865005636818,54,0.5142683236461456,0.0014010030205328656,0.8974408714397718,0.7132362040644871,high,es,False,fast,"['densidad-baja', 'fuente-serif', 'modo-nocturno']",1.0167006548402437,1.5293356410277192,69.55542738906678,0.32625628624562186,1.3273729204308857
2,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1366,768,1.7786458333333333,0.5059259259259259,False,1.5,False,60.920809833248555,49,0.4757511029922457,0.0038251705997183463,0.9500770757855233,2.1148148502898407,medium,en,False,fast,"['densidad-media', 'fuente-serif', 'modo-nocturno']",1.12303400660054,0.8078169375492645,68.81476389138328,0.13678681549691957,1.4290655351055643
21,1,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,390,844,0.46208530805687204,0.15873842592592594,True,1.0,True,45.421253300589804,49,0.31844093813913243,0.06653883060183,0.8464668488841309,0.41521704984763397,high,es,False,medium,"['densidad-alta', 'fuente-serif', 'modo-nocturno']",1.111915407701776,0.8634596465264093,354.2354839546276,0.3435257565110824,1.539543207818124
14,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,390,844,0.46208530805687204,0.15873842592592594,True,1.5,False,14.273551405267614,47,0.5177652303793695,0.008556495826209397,0.8627293431640801,0.5102416466412009,low,en,False,fast,"['densidad-alta', 'fuente-sans', 'modo-claro']",1.1066268513999644,0.6090540699662564,212.73651039529886,0.395555490432798,1.7338311870352072
17,1,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,414,896,0.46205357142857145,0.17888888888888888,True,1.0,False,322.60275326408373,51,0.28349373652080667,0.025943250273903602,1.3728150011749753,0.6256734706122223,medium,es,False,fast,"['densidad-alta', 'fuente-sans', 'modo-claro']",0.9165123427494781,0.6729147779232716,223.2066050407135,0.5491835494519607,1.383515990244419
10,6,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,390,844,0.46208530805687204,0.15873842592592594,True,1.0,False,7.011136571848776,52,0.3527930386674011,0.0014999704893156629,1.3437151522010355,1.404704745737783,high,de,False,fast,"['densidad-alta', 'fuente-sans', 'modo-claro']",1.1885409581108906,0.8066820140771608,113.28406185835141,0.3389691318330877,1.6232918125054967
14,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,1536,864,1.7777777777777777,0.64,False,2.0,True,19.749847906880824,51,0.11102351337578524,0.0015749334400241965,1.062541426270127,0.7936866080390069,medium,en,False,slow,"['densidad-baja', 'fuente-mono', 'modo-nocturno']",1.006134224465726,1.1000053458160775,268.4967002198524,0.3568013314667965,1.4661918710943331
10,1,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,1920,1080,1.7777777777777777,1.0,False,1.0,False,20.05079122332959,59,0.3375188890321842,0.006208924687650956,1.2319152584278288,0.5091160748021678,high,en,False,fast,"['densidad-baja', 'fuente-mono', 'modo-claro']",1.0169540692311476,1.2769249774266271,109.88496377372334,0.4662575320583298,1.3577235852105782
13,1,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,1920,1080,1.7777777777777777,1.0,False,1.0,False,55.55101206852211,45,0.6125642585646256,0.015410629487484916,0.909930522850542,0.18786015691980848,low,en,False,fast,"['densidad-baja', 'fuente-mono', 'modo-claro']",0.9418454017497462,1.368979303251628,211.71596383227586,0.18607821365260513,1.2997446076312853
12,5,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,1920,1080,1.7777777777777777,1.0,False,1.0,False,477.8090259258048,54,0.23946269539006942,0.058483627385998715,1.041590854756042,1.3883548230103768,high,es,False,medium,"['densidad-baja', 'fuente-sans', 'modo-claro']",0.9924980370910707,1.3633320403620999,191.78577593092587,0.36690169261740635,1.4554587111746526
9,3,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,1366,768,1.7786458333333333,0.5059259259259259,False,2.0,False,3.589242162092786,50,0.3126151588854211,0.06511670487663604,0.803752819172688,0.9597639650934455,medium,en,False,medium,"['densidad-media', 'fuente-sans', 'modo-claro']",1.190247873402075,1.2148492741872476,90.04519173151567,0.25916094861278244,1.4511841065489637
23,3,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,1366,768,1.7786458333333333,0.5059259259259259,False,2.0,False,107.82430366046539,42,0.1283934646325922,0.002606664780927343,0.9556528667086127,0.597451941192926,low,en,False,medium,"['densidad-media', 'fuente-serif', 'modo-nocturno']",0.8438577129565942,1.0108135824104578,339.79307647370916,0.2712467915103104,1.4663331716330028
10,6,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,768,1024,0.75,0.37925925925925924,False,1.0,True,53.60160031090308,52,0.7054241213732161,0.10011565616237006,1.130572105704755,0.4947489046996794,low,fr,False,medium,"['densidad-media', 'fuente-mono', 'modo-nocturno']",0.9583022983749596,0.8887765499963209,116.68409832862477,0.48232310323949046,1.3927364720748567
15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,834,1194,0.6984924623115578,0.48022569444444446,False,3.0,True,662.3278799326074,43,0.19812079620577794,0.055202198600330064,1.199118813551807,0.5280588200896942,low,es,False,medium,"['densidad-media', 'fuente-mono', 'modo-nocturno']",0.9192002917786976,0.9582849003409326,205.49994680334123,0.16403920963627378,1.327803323528682
4,0,0.8660254037844386,0.5000000000000001,0.0,1.0,393,851,0.4618096357226792,0.1612861689814815,True,2.0,False,98.02041385326626,56,0.1312381340160494,0.021274133383450758,0.8254343654193028,1.0588065886979963,medium,es,False,medium,"['densidad-alta', 'fuente-serif', 'modo-nocturno']",1.2115901670779743,0.8226916266765559,82.4371211062531,0.3528623896247588,1.5724233841660313
17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,1536,864,1.7777777777777777,0.64,False,2.0,True,5.7479968103949615,65,0.4877519179872642,0.04272149025739186,0.758616742713639,0.5834792420579565,low,es,False,fast,"['densidad-baja', 'fuente-mono', 'modo-nocturno']",1.000958727110507,1.1834054921305188,228.915931100994,0.23936047998230178,1.3265905405835836
22,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,1024,768,1.3333333333333333,0.37925925925925924,False,1.5,True,48.71580753036303,50,0.12464290262078927,0.01841891492669029,1.1242920435520438,0.40830992304221236,medium,fr,False,fast,"['densidad-media', 'fuente-serif', 'modo-nocturno']",1.0807692955951085,0.9750640543601122,310.57020818139404,0.035632124041168806,1.3908146612455725
12,4,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1024,768,1.3333333333333333,0.37925925925925924,False,2.0,False,26.2475160465262,50,0.6477484094836446,0.03730467843958472,1.112201652147233,2.3837632288848902,medium,es,False,fast,"['densidad-media', 'fuente-mono', 'modo-claro']",0.9593857480846533,0.9510894590023301,211.57484991125875,0.2798847144017882,1.5097777910704784
16,1,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,834,1194,0.6984924623115578,0.48022569444444446,False,1.5,False,264.9405631681539,43,0.7899674936578224,0.016603267168424026,1.246987374030242,0.4040265854162368,high,en,False,fast,"['densidad-media', 'fuente-sans', 'modo-claro']",1.1741719288153205,0.6509160560049203,213.38923747252278,0.19384087890509444,1.430351243689661
19,6,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,1366,768,1.7786458333333333,0.5059259259259259,False,1.0,True,84.12722271149235,48,0.7223271595939503,0.022777399105495363,0.6858474570056468,0.4251419234801344,low,en,False,fast,"['densidad-media', 'fuente-serif', 'modo-nocturno']",0.8969087509737684,0.8923591087870688,241.8280114696924,0.2578993343782736,1.4435122623487433
8,5,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,1920,1080,1.7777777777777777,1.0,False,1.5,False,70.93863485658173,56,0.35753547311989514,0.009954149471081844,1.3672098676375188,1.4858801824792107,high,en,False,slow,"['densidad-baja', 'fuente-sans', 'modo-claro']",0.8819465331634413,0.9108523586074598,135.64752974678683,0.18740834990868482,1.2
11,0,0.258819045102521,-0.9659258262890682,0.0,1.0,834,1194,0.6984924623115578,0.48022569444444446,False,1.0,True,312.05488180625355,50,0.631148690260837,0.015623838183328638,1.1769232043707871,0.9442184333784556,medium,en,True,medium,"['densidad-media', 'fuente-sans', 'modo-nocturno']",1.3068750937929554,0.7257484138811662,136.15034654320948,0.16017565097721465,1.3068758241467817
19,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,414,896,0.46205357142857145,0.17888888888888888,True,1.5,True,10.522798653323195,42,0.7608998357649904,0.070359976241337,1.1161281852067664,0.8336455107536946,high,fr,False,fast,"['densidad-alta', 'fuente-serif', 'modo-nocturno']",0.9404436882707773,0.790621548560869,356.6168252569904,0.36957769770675697,1.6602782073195175
14,3,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,834,1194,0.6984924623115578,0.48022569444444446,False,1.5,True,8.68317135874359,42,0.5037395191808568,0.004423697471057719,0.9339704381947946,0.6259776169117537,high,es,False,medium,"['densidad-media', 'fuente-sans', 'modo-nocturno']",1.038296797950973,0.7706787609132317,199.99368566831302,0.14366994633268765,1.3221893289657072
15,2,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,393,851,0.4618096357226792,0.1612861689814815,True,1.0,False,58.44574873928641,37,0.5843436468781364,0.03904826746083664,1.4991783090671955,1.0494415060475093,medium,en,False,medium,"['densidad-alta', 'fuente-sans', 'modo-claro']",1.0787550594097772,0.6929727818838192,239.28890957174036,0.36821196499288117,1.6044419762156925
17,4,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,1440,900,1.6,0.625,False,1.5,True,30.197965586980423,47,0.4827076193925171,0.010132097667713443,1.023925163282624,0.10299487524100673,high,es,True,fast,"['densidad-baja', 'fuente-sans', 'modo-nocturno']",1.2168648941580977,1.1183785621472242,213.70703083958068,0.2510270617729002,1.4968454191048162
13,5,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,414,896,0.46205357142857145,0.17888888888888888,True,1.5,False,135.35255761131324,58,0.5951397160352292,0.03628762447515749,0.9297348221915037,0.7638901275735575,medium,de,False,medium,"['densidad-alta', 'fuente-sans', 'modo-claro']",1.021250131905367,0.7149258648461079,230.56731191418035,0.4010964592584794,1.6252126626708998
14,3,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,834,1194,0.6984924623115578,0.48022569444444446,False,1.0,False,27.031840689712144,42,0.417840832931286,0.010268253371837047,0.7845951064120571,3.0786875065234405,medium,es,False,fast,"['densidad-media', 'fuente-mono', 'modo-claro']",0.8284456066759847,0.7976074036893266,264.1080344927342,0.1406476358223152,1.45386089583682
20,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,1366,768,1.7786458333333333,0.5059259259259259,False,1.0,False,87.89762675703878,56,0.15707631590457938,0.015295447773178839,1.257575912466467,0.39664910524259206,high,en,False,medium,"['densidad-media', 'fuente-serif', 'modo-nocturno']",1.0170152774300323,1.1278559250193192,302.2747657838637,0.30427961853098107,1.4476053078868336
10,2,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,414,896,0.46205357142857145,0.17888888888888888,True,3.0,True,13.627441842059477,40,0.35495529018455296,0.005902954928565909,0.8252552415703034,1.3739661899188016,medium,en,False,slow,"['densidad-alta', 'fuente-sans', 'modo-nocturno']",0.9455404426530769,1.069617853162483,141.1316920158301,0.15145198167095927,1.3942195968027769
23,6,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,390,844,0.46208530805687204,0.15873842592592594,True,1.0,True,29.208422629597802,55,0.7841778020255442,0.005682172440347022,0.9217513883238301,1.0968477675403006,high,de,True,fast,"['densidad-alta', 'fuente-serif', 'modo-nocturno']",1.3662744003059886,1.0092223465532755,325.6280123676113,0.40184563756466574,1.6550350044067752
19,2,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,1440,900,1.6,0.625,False,3.0,False,217.66445294851115,52,0.5496025719177537,0.018452932212625513,0.7352304656902666,0.7627270528502864,high,es,False,fast,"['densidad-baja', 'fuente-serif', 'modo-claro']",0.8908078520989917,1.1754228386792336,280.5991183493892,0.43572623817215983,1.395804923517005
18,6,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1024,768,1.3333333333333333,0.37925925925925924,False,1.0,False,215.42620640754942,57,0.5133067574998091,0.02155760052089555,1.1639861649414378,0.3759996316893378,medium,en,False,fast,"['densidad-media', 'fuente-serif', 'modo-claro']",1.044520731366497,0.9312222238862676,269.4220546201479,0.178386404571254,1.4549871174475617
15,2,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,414,896,0.46205357142857145,0.17888888888888888,True,1.5,True,19.777307048579704,58,0.5576520949133978,0.016268120282607077,0.7866841827404294,2.0793485946471906,low,es,False,medium,"['densidad-alta', 'fuente-sans', 'modo-nocturno']",1.0530304225304146,0.816951100611831,222.8400238947797,0.33556360069039515,1.6942377821940446
9,1,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,1920,1080,1.7777777777777777,1.0,False,1.0,False,801.0309856901915,46,0.8100255231734409,0.05646437247576671,1.207025683343511,0.7543306644406158,medium,en,False,fast,"['densidad-baja', 'fuente-sans', 'modo-claro']",1.058476644382177,1.3399515563413704,94.43476332755051,0.23385514603350466,1.2
20,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,390,844,0.46208530805687204,0.15873842592592594,True,1.0,True,5.79999998328432,43,0.6614652254329475,0.015582959691409864,0.6054543875834928,0.7435770454809478,medium,en,False,slow,"['densidad-alta', 'fuente-serif', 'modo-nocturno']",1.0491838449035886,0.7978513693427848,245.3223053651622,0.2949422701950012,1.55028787810132
13,3,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,768,1024,0.75,0.37925925925925924,False,2.0,True,95.47552432348888,44,0.3120748187315529,0.006749093725771505,1.0045575767430641,1.0716039494203509,high,es,False,fast,"['densidad-media', 'fuente-mono', 'modo-nocturno']",1.0228840262302572,0.9565560641578768,168.49016784447713,0.26675422377958796,1.5961616813847705
16,6,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1024,768,1.3333333333333333,0.37925925925925924,False,1.0,False,35.251729281396926,65,0.48048418602156756,0.016802923089572985,0.7384131037327307,1.5335721703894596,medium,de,False,slow,"['densidad-media', 'fuente-sans', 'modo-claro']",1.065263122841119,1.2426916251408389,204.25222345335226,0.30180019734823965,1.5022584930459606
11,2,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,1440,900,1.6,0.625,False,1.0,False,23.83783130078256,49,0.3771292527716861,0.0041981518220105506,1.0721364746407447,0.5274423971591028,high,en,False,fast,"['densidad-baja', 'fuente-sans', 'modo-claro']",0.9638978798750223,1.3949652623125974,125.86173172869795,0.35028655539696196,1.5170207292171638
